DELHI,DELHI,0.0
DELHI,MUMBAI,1163.531899
DELHI,HYDERABAD,1255.657225
DELHI,BANGALORE,1736.30324
DELHI,CHENNAI,1751.930803
DELHI,KOLKATA,1305.970344
DELHI,GURGAON,23.384289
DELHI,PUNE,1166.968393
DELHI,JAIPUR,235.752227
DELHI,TRIVANDRUM,2229.500036
DELHI,MANGALORE,1760.666527
DELHI,AHMEDABAD,775.250986
DELHI,LUCKNOW,415.614025
DELHI,KOCHI,2073.467802
DELHI,SURAT,936.934012
DELHI,GUWAHATI,1462.46941
DELHI,KOZHIKODE,1930.54266
DELHI,LUDHIANA,283.537619
DELHI,BHUBANESWAR,1273.935262
DELHI,ALLAHABAD,580.840786
DELHI,INDORE,670.568602
DELHI,CHANDIGARH,231.95595
DELHI,JODHPUR,490.440734
DELHI,PATNA,854.434214
DELHI,NAGPUR,850.483792
DELHI,THRISSUR,2010.221574
DELHI,BHOPAL,596.290035
DELHI,NOIDA,20.569715
DELHI,JAMMU,502.564377
DELHI,VIJAYAWADA,1389.647019
DELHI,KANPUR,393.025141
DELHI,KOTTAYAM,2110.018441
DELHI,COIMBATORE,1954.196129
DELHI,JALANDHAR,337.555662
DELHI,AMBALA,194.707359
DELHI,SRINAGAR,643.26173
DELHI,VARANASI,680.917757
DELHI,THALASSERY,1879.841758
DELHI,AGRA,178.428199
DELHI,DEHRADUN,201.476911
DELHI,KOLHAPUR,1356.930055
DELHI,PALAKKAD,1979.062318
DELHI,JABALPUR,664.003628
DELHI,VADODARA,810.505353
DELHI,AMRITSAR,400.822157
DELHI,MYSORE,1809.517301
DELHI,SHIMLA,272.624296
DELHI,NASHIK,1018.778231
DELHI,RAIPUR,933.157067
DELHI,MORADABAD,152.337255
DELHI,GHAZIABAD,19.18655
DELHI,SOLAPUR,1224.04599
DELHI,KOLLAM,2188.078254
DELHI,MUZAFFARPUR,854.836401
DELHI,KOTA,408.615672
DELHI,GWALIOR,284.704526
DELHI,BILASPUR (CHHATTISGARH),879.889547
DELHI,ALIGARH,118.908879
DELHI,FARIDABAD,29.465845
DELHI,VISAKHAPATNAM,1360.622822
DELHI,AHMEDNAGAR,1087.559281
DELHI,SILIGURI,1127.841242
DELHI,SALEM,1882.377082
DELHI,AJMER,351.314022
DELHI,GUNTUR,1407.041017
DELHI,RANCHI,1000.10131
DELHI,IMPHAL,1713.896298
DELHI,BATHINDA,280.576048
DELHI,CUTTACK,1261.522979
DELHI,PANVEL,1146.597865
DELHI,BIKANER,389.104634
DELHI,SIKAR,233.615317
DELHI,TIRUR,1967.466401
DELHI,HOWRAH,1301.818515
DELHI,RAJKOT,953.789652
DELHI,AURANGABAD,990.180036
DELHI,UDAIPUR,569.819205
DELHI,SEALDAH,1306.181488
DELHI,TIRUVALLA,2133.667828
DELHI,MEERUT,61.714831
DELHI,PATIALA,204.436752
DELHI,HUBLI,1487.547663
DELHI,PATHANKOT,429.241963
DELHI,SRI GANGANAGAR,353.719271
DELHI,RAJAMUNDRY,1372.742313
DELHI,THODUPUZHA,2075.906402
DELHI,HARIDWAR,166.738473
DELHI,BELGAUM,1441.944784
DELHI,BAREILLY,217.765829
DELHI,TIRUPATHI,1677.752809
DELHI,KATHGODAM,237.02349
DELHI,MADURAI,2074.545316
DELHI,MANDI,340.864325
DELHI,HISAR,154.446731
DELHI,GORAKHPUR,642.51138
DELHI,GULBARGA,1253.300244
DELHI,ELURU,1380.001439
DELHI,TEZPUR,1552.537071
DELHI,BERHAMPUR,1290.02456
DELHI,FALNA,546.274157
DELHI,ALUVA,2053.393355
DELHI,AGARTALA,1502.315107
DELHI,ROHTAK,68.663865
DELHI,SAMBALPUR,1046.119705
DELHI,VILLUPURAM,1864.832482
DELHI,ONGOLE,1483.781782
DELHI,SILCHAR,1605.881147
DELHI,ALWAR,134.444036
DELHI,BALASORE,1259.835267
DELHI,DIMAPUR,1661.17465
DELHI,DHULE,892.335187
DELHI,Warangal,1206.378257
DELHI,BHARATPUR,160.972865
DELHI,SATNA,574.944039
DELHI,SAHARANPUR,149.831494
DELHI,KURNOOL,1421.973987
DELHI,TRICHY,1980.868752
DELHI,BARAUNI,938.588363
DELHI,JOLARPETTAI,1785.657411
DELHI,ANANTHAPUR,1546.315413
DELHI,BIRUR,1670.870274
DELHI,DURG,921.454026
DELHI,TINSUKIA,1786.150543
DELHI,MIRAJ,1334.72504
DELHI,KASARAGOD,1802.044922
DELHI,SATARA,1257.046139
DELHI,KHARAGPUR,1227.027242
DELHI,JORHAT,1687.138931
DELHI,KARNAL,117.538913
DELHI,CUDDAPAH,1578.861544
DELHI,KARIMNAGAR,1146.940214
DELHI,KIUL,822.095661
DELHI,BHILWARA,445.89977
DELHI,JAMSHEDPUR,1111.507773
DELHI,GANDHINAGAR,753.951406
DELHI,GAYA,883.763299
DELHI,JEYPORE,1213.032331
DELHI,JHANSI,378.690485
DELHI,MAU,696.228124
DELHI,KANNUR,1867.304227
DELHI,CHAPRA,810.082784
DELHI,SHILLONG,1492.993634
DELHI,CHANDRAPUR,984.043733
DELHI,KHERI,360.893827
DELHI,JAJPUR,1262.855685
DELHI,BALANGIR,1084.064447
DELHI,SRIKAKULAM,1331.948203
DELHI,GONDA,496.027634
DELHI,KHAMMAM,1297.139071
DELHI,RATLAM,627.203719
DELHI,FEROZEPUR,356.79706
DELHI,SHORANUR,1983.642192
DELHI,DHANBAD,1065.449152
DELHI,NELLORE,1598.741756
DELHI,MIRZAPUR,658.542321
DELHI,NALGONDA,1300.300776
DELHI,HAMIRPUR,343.451412
DELHI,IRINJALAKUDA,2028.48588
DELHI,VALSAD,989.711393
DELHI,SHIMOGA,1636.511705
DELHI,Panaji,1501.657382
DELHI,DHENKANAL,1225.72016
DELHI,FAIZABAD,528.5508
DELHI,PARBHANI,1040.268504
DELHI,ITARSI,670.497505
DELHI,BANDA,467.25593
DELHI,JUNAGADH,1042.251774
DELHI,ALAPPUZHA,2121.161885
DELHI,Nagaon,1548.360811
DELHI,HAZARIBAGH,962.492108
DELHI,NIZAMABAD,1108.017972
DELHI,RANAGHAT,1287.814665
DELHI,TUMKUR,1694.554189
DELHI,Aizawl,1639.781538
DELHI,SHAHJAHANPUR,279.171467
DELHI,DAVANAGERE,1576.98942
DELHI,BHAGALPUR,1040.432882
DELHI,MEHASANA,738.582639
DELHI,BURDWAN,1222.569097
DELHI,ETAWAH,272.999644
DELHI,AKOLA,879.540353
DELHI,HOSPET,1483.541296
DELHI,ROURKELA,1046.462303
DELHI,RATNAGIRI,1351.511688
DELHI,MALDA,1158.901435
DELHI,BASTI,589.712001
DELHI,HOSHIARPUR,344.189879
DELHI,NAZIBABAD,153.532715
DELHI,AMRAVATI,855.885415
DELHI,ERODE,1916.407328
DELHI,SAWAI MADHOPUR,303.949426
DELHI,UJJAIN,622.049723
DELHI,TIRUNELVELI,2205.51895
DELHI,JAUNPUR,629.593555
DELHI,NANDED,1050.988375
DELHI,MALKAPUR,865.024144
DELHI,JAMNAGAR,991.244503
DELHI,CHIDAMBRAM,1926.871695
DELHI,PALANPUR,688.153422
DELHI,CHITTORGARH,490.92954
DELHI,Rudrapur,216.373148
DELHI,KUMTA,1599.817006
DELHI,BIJAPUR,1317.493082
DELHI,JHUNJHUNU,187.017916
DELHI,BHUJ,962.964507
DELHI,BERHAMPORE(WB),1209.196963
DELHI,GONDIA,850.762828
DELHI,KATIHAR,1080.499201
DELHI,VIZIANAGARAM,1326.330658
DELHI,PORT BLAIR,2477.378958
DELHI,KALKA,244.198832
DELHI,NAGARCOIL,2266.654085
DELHI,RAICHUR,1377.767984
DELHI,FARRUKHABAD,270.296502
DELHI,REWARI,77.030324
DELHI,BHUSAWAL,853.642871
DELHI,BHAVNAGAR,916.752391
DELHI,MUZAFFARNAGAR,103.310492
DELHI,SAGAR,553.339717
DELHI,BAGALKOT,1391.137236
DELHI,THANJAVUR,1988.993837
DELHI,KAYAMKULAM,2157.11752
DELHI,RAIGARH,972.223951
DELHI,GODHRA,743.121295
DELHI,56 APO,8767.298635
DELHI,YEOTMAL,918.97566
DELHI,CHURU,223.103855
DELHI,ANAND,796.114678
