Circle_ID
0,0,1,5,4,2,3,15,61
1,2,29,59,64,84,89,96,105,111,115,119,129,130,146,148,153,155,170,208,228,237,255,279,338,348
2,15,97,106,122,127,168,259,265,304,336,351
3,23,53,117,131,135,140,176,207,229,239,271,286,287,295,305,307,328,339,344,352
4,48,56,121,222,249
5,0,224,258
6,160
7,11,14,43,74,134,158,166,177,196,198,204,216,223,227,233,266,272,298,303,353,354,355,356
8,6,34,58,93,102,128,214,234,261,275,292
9,46,82,92,156,210,245,267,273,297,299,345,357
10,28,35,347
11,65,133,152,169,244,277,278,334,343
12,3,10,45,81,87,95,120,159,172,175,181,201,202,212,219,232,238,253,262,294,314,323,342,358
13,9,13,16,25,31,37,41,52,72,78,85,100,124,139,151,157,167,221,231,311
14,20,26,42,55,113,149,164,191,218,243,281,316,320,331,346
15,1,7,24,40,47,51,60,69,75,110,123,125,142,163,180,183,188,194,195,206,215,225,235,241,256,270,290,312
16,66,101,109,141,173,242,349,350,362,363
17,18,68,98,103,108,136,144,145,161,182,254,274,280,282,285,293,301,319,326,359,360,361,369
18,17,21,33,44,67,80,150,186,296
19,8,22,54,63,70,71,76,83,99,107,112,132,190,199,203,226,341
20,4,32,62,91,104,116,118,189,192,197,211,220,230,236,246,248,251,268,269,284,289,291,302,310,313,317,318,321,322,325,327,329,330,332,335,340,367
21,12,19,27,30,36,38,49,50,57,79,88,90,94,114,137,138,143,147,154,162,165,174,179,185,187,193,213,217,247,252,257,260,263,276,283,315
22,39,86,200,300,306,324,333,364
23,5,61,73,77,126,171,178,184,205,209,240,250,264,288,308,309,337,365,366,368

































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































