0,0
1,0
2,0
3,0
4,0
5,0
0,27.01446227
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
21,107.1750055
18,0
36,134.2659551
20,0
21,0
22,0
23,0
24,0
13,73.7266591
26,0
0,23.76295425
28,0
29,0
12,86.6378633
13,55.54131254
32,0
44,85.16078866
21,43.48994758
35,0
36,0
16,71.2996758
0,206.1273639
39,0
87,112.1398729
32,47.90914314
42,0
43,0
44,0
3,144.1964626
21,65.4538734
1,178.3364061
48,0
0,175.986066
0,22.16506694
7,341.9148466
9,66.81336657
23,72.84997993
8,225.3393444
346,341.8749023
48,122.663529
0,137.3682743
0,34.04011804
59,0
7,121.2827817
61,0
116,129.7274371
8,147.3315501
29,36.0205688
65,0
66,0
44,182.3023571
18,26.14462905
1,35.83416046
22,226.2666601
8,116.4924446
16,47.47521542
5,5.77315745
74,0
7,307.5111577
76,0
5,0.327985298
13,81.65679489
0,71.29543145
21,63.03198817
87,101.8338824
345,74.00323507
44,313.6970778
84,0
13,57.53242617
39,50.30237496
87,0
0,320.0682992
89,0
39,214.156855
91,0
345,97.87933467
0,178.4230167
94,0
2,200.8801687
29,65.35329822
15,132.6088571
18,175.1219639
76,98.66101962
13,24.76579485
101,0
0,79.32323237
18,346.4850485
4,176.1956819
29,146.840542
106,0
8,122.5185984
18,203.7935449
109,0
14,299.2513267
2,158.4010964
0,185.9622667
346,110.3148873
39,71.27927773
2,204.473749
116,0
23,100.3906008
3,134.9597829
3,219.5214942
10,167.1812704
48,41.85101922
336,49.51656234
87,124.0258722
10,53.74552225
7,111.4374778
5,136.6930724
109,122.3759875
21,132.1948515
89,127.8798978
2,158.7430439
94,370.3869067
76,146.4172032
65,128.9052136
11,27.59849261
23,105.8231531
59,171.6947093
346,174.1597392
36,101.8025754
16,94.60379997
23,51.26572831
15,78.83660491
24,154.4476208
12,135.22644
18,95.12932204
48,296.5930834
59,102.7745838
12,124.3914536
29,112.6662059
20,125.1888671
44,94.44491753
16,90.34405523
65,143.5340977
89,125.77215
36,56.06261914
2,105.0893043
345,78.64846602
13,52.59908187
14,74.41017062
10,161.3947768
160,0
18,56.7539782
12,141.0746915
2,405.8223576
26,94.21872503
346,98.40449861
74,107.3699915
13,56.26503911
15,109.5951452
65,83.18328838
2,173.4379246
5,80.69576011
3,77.33113217
173,0
12,171.9603324
10,305.1963069
23,219.7242619
11,78.87530083
5,104.4392601
12,217.5898789
24,326.2299855
87,311.828272
65,153.1165742
160,206.1011342
61,219.6192575
94,76.69987793
345,105.7514555
39,95.09557633
24,161.3493805
32,104.5740142
8,133.2238525
20,60.05060411
251,52.67636973
36,64.14924025
2,342.848164
20,301.5472188
74,89.65851858
116,147.6381728
11,147.6924667
76,114.0492602
39,227.7057192
160,183.7093572
87,192.7572361
8,160.4597084
204,0
5,196.3415514
24,139.0004491
61,177.9980109
59,52.04368646
209,0
21,23.26135489
9,74.72653882
2,203.7247354
12,169.0496895
0,88.98849912
20,213.5218751
14,111.4766058
39,114.0159489
42,164.1762282
87,146.2540938
116,55.07797241
13,102.4274977
48,226.3545149
43,79.6869631
204,10601.27668
24,151.082049
8,199.2168394
43,40.84598251
2,148.6535038
65,215.8877462
32,54.54887141
16,48.90695498
10,158.1398089
14,69.12131628
21,93.78057838
20,222.3202187
91,47.94580237
2,3.381430909
3,103.379584
23,113.5914248
5,194.256824
160,31.86306163
336,156.020228
42,92.62981278
65,218.6212851
345,23.27815092
89,92.74728912
94,56.51014981
4,63.36022646
59,299.7223051
65,201.1253256
251,0
12,89.78853043
3,369.4404685
18,21.97373727
2,98.48630577
1,52.44901044
0,180.2367999
204,10601.27668
336,100.2218572
0,88.28072526
0,99.79389517
3,73.99429236
0,156.4392254
5,176.3831566
15,142.6554454
11,84.27159478
21,43.84618311
116,120.719488
89,98.53479927
2,342.0304067
23,53.64980023
11,116.487335
21,132.5321607
5,211.3098634
0,49.9743527
12,152.4890156
65,119.3778375
65,171.6472555
2,227.5405927
65,310.4487478
20,128.5679206
48,297.2333028
94,89.80410191
116,126.3407348
18,128.8759676
23,168.5564575
23,93.92437916
65,172.758379
91,59.27583211
24,79.39800295
91,84.47591165
0,122.3035563
18,58.925047
10,126.6432298
23,101.268456
21,44.85329926
345,103.4689904
11,52.03554202
21,81.47073427
39,83.11568375
18,76.25365961
89,77.16092953
74,127.4746917
15,37.04946468
23,16.23386228
39,201.3376552
23,144.5891251
5,80.7350452
61,127.7139268
116,119.0899482
32,79.49482707
160,71.01262989
32,62.86974051
87,153.5138785
12,32.91874983
26,177.1405538
4,181.9387223
91,76.71851541
18,175.1929753
24,116.6628344
3,128.9434578
116,80.42187585
10,57.19984764
39,329.3818536
9,74.07732176
59,185.8095925
4,135.2734455
23,52.69741589
116,55.19705107
32,43.11612814
24,156.3323021
116,88.60110908
39,103.6757113
65,104.8926317
116,82.98941834
336,0
5,176.0827827
3,358.35304
61,207.9690438
89,183.6313797
8,89.17579469
87,81.01306522
65,144.9763777
94,133.0686379
345,0
346,0
347,0
29,166.4193816
336,152.2095261
336,160.2592246
61,198.0690474
61,140.6172246
74,203.3728667
204,68.30570886
74,149.4404613
74,165.0194377
345,7.785314924
87,357.8481449
48,345.3856868
18,172.2339706
48,308.625323
101,101.6595232
101,48.98798004
39,228.7474394
61,190.7964094
61,125.318284
116,3.145804725
61,18.34527219
