Circle_ID
0,DELHI,MUMBAI,KOLKATA,CHENNAI,HYDERABAD,BANGALORE,GUWAHATI,SILIGURI
1,HYDERABAD,VIJAYAWADA,VISAKHAPATNAM,GUNTUR,RAJAMUNDRY,TIRUPATHI,ELURU,ONGOLE,WARANGAL,KURNOOL,ANANTHAPUR,CUDDAPAH,KARIMNAGAR,SRIKAKULAM,KHAMMAM,NELLORE,NALGONDA,NIZAMABAD,VIZIANAGARAM,KAZIPET,NAMPALLY,MAHABUBNAGAR,MANCHERIAL,GUNTAKAL,DONAKONDA
2,GUWAHATI,TEZPUR,SILCHAR,TINSUKIA,JORHAT,NAGAON,NORTH LAKHIMPUR,NEW BONGAIGAON,RANGIA,DIBRUGARH,DHUBRI
3,PATNA,MUZAFFARPUR,BARAUNI,KIUL,GAYA,CHAPRA,BHAGALPUR,KATIHAR,JASIDIH,DARBHANGA,ARA,SAHARSA,MOKAMA,SAMASTIPUR,HAJIPUR,DEHRI ON SONE,JEHANABAD,SAHIBGANJ,NARKATIAGANJ,JOGBANI
4,RAIPUR,BILASPUR (CHHATTISGARH),DURG,RAIGARH,JAGDALPUR
5,DELHI,56 APO,99 APO
6,PANAJI
7,AHMEDABAD,SURAT,VADODARA,RAJKOT,GANDHINAGAR,VALSAD,JUNAGADH,MEHASANA,JAMNAGAR,PALANPUR,BHUJ,BHAVNAGAR,GODHRA,ANAND,BHARUCH,HIMATNAGAR,SURENDRANAGAR,NADIAD,DHOLA,DIU,KANDLA,KESHOD,PORBANDAR
8,GURGAON,AMBALA,FARIDABAD,HISAR,ROHTAK,KARNAL,REWARI,KURUKSHETRA,PANIPAT,SONEPAT,BHIWANI
9,SHIMLA,PATHANKOT,MANDI,HAMIRPUR,KALKA,KANGRA,SOLAN,RAMPUR BUSHAHR,UNA,BILASPUR (HP),DHARAMSHALA,KULLU
10,JAMMU,SRINAGAR,LEH
11,RANCHI,JAMSHEDPUR,DHANBAD,HAZARIBAGH,B. DEOGHAR,GOMOH,DALTONGANJ,BOKARO STEEL CITY,KODERMA
12,BANGALORE,MANGALORE,MYSORE,HUBLI,BELGAUM,GULBARGA,BIRUR,SHIMOGA,TUMKUR,DAVANAGERE,HOSPET,KUMTA,BIJAPUR,RAICHUR,BAGALKOT,HASSAN,MANDYA,BELLARY,BANGARPET,MADIKERE,GADAG,UDUPI,DHARWAD,TORANAGALLU
13,TRIVANDRUM,KOCHI,KOZHIKODE,THRISSUR,KOTTAYAM,THALASSERY,PALAKKAD,KOLLAM,TIRUR,TIRUVALLA,THODUPUZHA,ALUVA,KASARAGOD,KANNUR,SHORANUR,IRINJALAKUDA,ALAPPUZHA,KAYAMKULAM,VADAKARA,OTTAPALAM
14,INDORE,BHOPAL,JABALPUR,GWALIOR,SATNA,RATLAM,ITARSI,UJJAIN,SAGAR,KATNI,KHANDWA,GUNA,CHHINDWARA,BALAGHAT,KHAJURAHO
15,MUMBAI,PUNE,NAGPUR,KOLHAPUR,NASHIK,SOLAPUR,AHMEDNAGAR,PANVEL,AURANGABAD,DHULE,MIRAJ,SATARA,CHANDRAPUR,PARBHANI,AKOLA,RATNAGIRI,AMRAVATI,NANDED,MALKAPUR,GONDIA,BHUSAWAL,YEOTMAL,JALGAON,MARGAON,KALYAN,LATUR,WARDHA,KUDAL
16,IMPHAL,AGARTALA,DIMAPUR,SHILLONG,AIZAWL,ITANAGAR,DAPORIJO,TEZU,KAILASHAHAR,KHOWAI
17,BHUBANESWAR,CUTTACK,BERHAMPUR,SAMBALPUR,BALASORE,JEYPORE,JAJPUR,BALANGIR,DHENKANAL,ROURKELA,KHURDA ROAD,BARIPADA,JHARSUGUDA,KESINGA,BHADRAK,PURI,KENDRAPARA,KEONJHARGARH,RAYAGADA,HIRAKUD,NUAGAON,UTKELA,NAYLA
18,LUDHIANA,CHANDIGARH,JALANDHAR,AMRITSAR,BATHINDA,PATIALA,FEROZEPUR,HOSHIARPUR,ROPAR
19,JAIPUR,JODHPUR,KOTA,AJMER,BIKANER,SIKAR,UDAIPUR,SRI GANGANAGAR,FALNA,ALWAR,BHARATPUR,BHILWARA,SAWAI MADHOPUR,CHITTORGARH,JHUNJHUNU,CHURU,BANDIKUI
20,CHENNAI,COIMBATORE,SALEM,MADURAI,VILLUPURAM,TRICHY,JOLARPETTAI,ERODE,TIRUNELVELI,CHIDAMBRAM,NAGARCOIL,THANJAVUR,TIRUPUR,VIRUDHUNAGAR,KATPADI,CHENGALPATTU,TUTICORIN,VRIDDHACHALAM,VELLORE,MAYILADUTURAI,DINDIGUL,KARAIKUDI,ARAKKONAM,TIRUVARUR,UDAGAMANDALAM,TIRUPAPULIYUR,PARAMAKUDI,DHARMAPURI,KARUR,TENKASI,TINDIVANAM,PUDUKOTTAI,POLLACHI,KUMBAKONAM,ARIYALUR,TIRUVANNAMALAI,TIRUCHIRAPPALLI
21,LUCKNOW,ALLAHABAD,NOIDA,KANPUR,VARANASI,AGRA,MORADABAD,GHAZIABAD,ALIGARH,MEERUT,BAREILLY,KATHGODAM,GORAKHPUR,SAHARANPUR,JHANSI,MAU,KHERI,GONDA,MIRZAPUR,FAIZABAD,BANDA,SHAHJAHANPUR,ETAWAH,BASTI,NAZIBABAD,JAUNPUR,FARRUKHABAD,MUZAFFARNAGAR,DEORIA,RAEBARELI,KASGANJ,KHURJA,MATHURA,SULTANPUR,AZAMGARH,BARABANKI
22,DEHRADUN,HARIDWAR,RUDRAPUR,PAURI,ALMORA,PITHORAGARH,RUDRAPRAYAG,PANTNAGAR
